,label,darker,gradient,reddish,metallic,colorful,black,black_thin,dominating_color,color_bin_1,color_bin_2,color_bin_3,color_bin_4,color_bin_5,color_bin_6,color_bin_7,color_bin_8,color_bin_9,color_entropy,rough,dominating_texture,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,texture_9,rough_entropy,lengthy,number_lengthy_objects,lengthy_aspect_ratio,rel_length,circle,in_shape,roundness
0,Rust,0.0,0.9984876894358558,0.5713857588108368,0.45091105250539437,0.40433948693358907,0.0,0.0,2,0.3035243346919204,0.6964756653080796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8855564482188292,0.0,9,0.09116518820426756,0.09068568688563894,0.07977703188683768,0.071205945816351,0.06617118197075042,0.06557180532246464,0.08277391512826661,0.1065092304003836,0.1068089187245265,0.23933109566051305,3.1885348743231603,0.0,0,1.0,0.0,0,0.0,0.0
1,Rust,0.0,0.9688590071422273,0.49777777777777776,0.1288888888888889,0.17333333333333334,0.0,0.0,1,0.8688888888888889,0.13111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604775564180962,0.0,9,0.09111111111111111,0.07555555555555556,0.06888888888888889,0.06222222222222222,0.12222222222222222,0.07777777777777778,0.08,0.10444444444444445,0.09111111111111111,0.22666666666666666,3.201005468506825,0.0,0,1.0,0.0,0,1.0,0.6144217086450761
2,Rust,0.0,0.8559998507067256,0.1100244498777506,0.20293398533007334,0.1356968215158924,0.0,0.0,7,0.16992665036674817,0.14792176039119803,0.004889975550122249,0.0,0.011002444987775062,0.09168704156479218,0.3056234718826406,0.1430317848410758,0.12591687041564792,2.567895559499674,0.0,9,0.1100244498777506,0.0843520782396088,0.05134474327628362,0.06968215158924206,0.09535452322738386,0.08312958435207823,0.06723716381418093,0.09290953545232274,0.097799511002445,0.24816625916870416,3.1679489778404166,0.0,0,1.0,0.0,0,0.9388753056234719,0.7736943882335287
3,Rust,0.0,0.8947214706008676,0.03355704697986577,0.050335570469798654,0.006711409395973154,0.0,0.0,1,0.28187919463087246,0.053691275167785234,0.006711409395973154,0.016778523489932886,0.0,0.003355704697986577,0.17785234899328858,0.20469798657718122,0.2550335570469799,2.3307069208220583,0.0,9,0.11409395973154363,0.08053691275167785,0.04697986577181208,0.06711409395973154,0.08053691275167785,0.09395973154362416,0.07046979865771812,0.087248322147651,0.09395973154362416,0.2651006711409396,3.1371077126268587,0.0,0,1.0,1.0048359318783409,0,0.8187919463087249,0.8748694746665815
4,Rust,0.0,0.9499003189792664,0.0,0.03864734299516908,0.04830917874396135,0.0,0.0,9,0.22705314009661837,0.07729468599033816,0.0,0.014492753623188406,0.024154589371980676,0.01932367149758454,0.057971014492753624,0.14009661835748793,0.4396135265700483,2.256093164596504,0.0,9,0.08695652173913043,0.09178743961352658,0.05314009661835749,0.05314009661835749,0.0821256038647343,0.14009661835748793,0.0966183574879227,0.10628019323671498,0.07246376811594203,0.21739130434782608,3.188521298909487,0.0,0,1.0,0.7604456791793043,0,0.5555555555555556,0.8731997453660721
5,Rust,0.08719948191717351,1.0687147340198273,0.6547071430002069,0.0011216226140483233,0.22743569029863203,1.3352650167241943e-05,0.002830761835455292,1,0.9099296982968694,0.07526888899274284,0.0013285886916405733,0.00034049257926466956,0.00032713992909742763,0.000467342755853468,0.00016690812709052428,0.0003605215545155325,0.011810419072925498,0.512222227761925,0.0,9,0.12277094196270605,0.11040638790784,0.04431076957999239,0.033228069941181576,0.03009687347696334,0.0310382353137539,0.04517201551577949,0.11533351581955228,0.14362778152393796,0.324015408958293,2.882679371486483,0.0,0,1.0,0.0,0,0.0,0.0
6,Rust,1.0,0.8786193761372634,0.40868077162414435,0.0,0.39219041692594897,0.5860298693217175,-0.17812694461729933,1,0.9178593652769135,0.053049159925326696,0.0014001244555071563,0.0015556938394523958,0.0015556938394523958,0.0015556938394523958,0.00031113876789047915,0.0004667081518357187,0.02224642190416926,0.5259793083819921,0.017268201617921593,9,0.07965152457996266,0.08540759178593653,0.054138145612943375,0.06751711263223398,0.10516490354698195,0.08665214685749845,0.06813939016801493,0.0947417548226509,0.11512134411947729,0.24346608587429994,3.173129077244496,0.0,0,1.0,0.0,1,0.6012756689483509,0.6266260692223637
7,Rust,0.35347288296860135,1.1012723778593871,0.9393680895042489,0.004855802355720332,0.9676826667541586,0.000853046359788707,0.026821746120279537,1,0.8865120246727255,0.11348797532727452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103479202860337,0.006168181370779882,9,0.07296827323731093,0.09308048164309853,0.061731027920863546,0.08204009317891008,0.12652974178942877,0.08850355982807835,0.061435742642475144,0.10080711309426162,0.09211260211949211,0.22079136454608092,3.20439821671807,0.8393648085567111,2,12.400650728892627,0.10335612178349524,0,0.22658223695003116,0.5935388429211776
8,Rust,0.6402644183192812,0.9547386364418775,0.6399477496734355,0.0041958595574555675,0.7291295570597316,0.04825238491073903,0.25911411946324664,1,0.6530894984760321,0.33764794363298106,0.007045877370066896,0.000791671614614258,0.0001583343229228516,0.0005145865494992677,0.00011875074219213871,0.0,0.0006333372916914064,1.0047397085981133,0.0,9,0.05779202786684083,0.0702608557970154,0.07936507936507936,0.11578197363733524,0.14962593516209477,0.12167992716621145,0.09337766694375173,0.07615880932589161,0.07045877370066896,0.16549895103511064,3.238432209951586,0.0072042116929897475,2,8.657184848990045,0.08745218336413332,0,0.019752206784625737,0.0
9,Rust,0.44169069522632615,0.9397787511416331,0.870909423772255,0.00993180465925214,0.9110256762323219,0.00661357499199048,0.2351137351823882,1,0.7892352052725525,0.20325873037667627,0.0032953453247288205,0.0025401620211451324,0.0005263398782552977,0.00020595908279555128,4.576868506567806e-05,0.0003661494805254245,0.0005263398782552977,0.8046117313012864,0.0,9,0.07524371824797474,0.07785253329671839,0.08373380932765802,0.09911208750972585,0.11535997070804156,0.09636596640578517,0.08622820266373747,0.08952354798846629,0.08288708865394297,0.19369307519794957,3.255442111990022,0.01347887775184219,2,6.947641459025167,0.19069769357950936,0,0.24236807176529818,0.0
