,label,darker,gradient,reddish,metallic,colorful,black,black_thin,dominating_color,color_bin_1,color_bin_2,color_bin_3,color_bin_4,color_bin_5,color_bin_6,color_bin_7,color_bin_8,color_bin_9,color_entropy,rough,dominating_texture,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,texture_9,rough_entropy,lengthy,number_lengthy_objects,lengthy_aspect_ratio,rel_length,circle,in_shape,roundness
0,ExposedRebars,0.10700348721355031,1.0315080377311356,0.036044918631683825,0.30331492859515113,0.0051477914314181335,0.0,0.0,1,0.3587678512122219,0.22429217867818,0.029454500166057787,0.022978246429757557,0.037248837595483225,0.1596230488209897,0.07967660245765526,0.03208028894055131,0.05587844569910329,2.571038219504665,3.113583527067419e-05,9,0.1062977416140817,0.09851378279641315,0.06397376286947858,0.0588778644968449,0.06630895051477914,0.05693706409830621,0.06155554633012288,0.10502117236798406,0.11610552972434407,0.2664085851876453,3.1205293411213875,0.06143100298904019,7,5.459656359367175,0.16045157179885064,1,0.23449435403520424,0.0
1,Rust,0.1079118028534371,1.0312099747808547,0.03660700389105059,0.30274448767833984,0.005333333333333333,0.0,0.0,1,0.35949156939040205,0.2243839169909209,0.029426718547341114,0.023003891050583657,0.03712581063553826,0.15920103761348897,0.07946044098573281,0.032072632944228276,0.05583398184176394,2.5695889045754394,6.22568093385214e-05,9,0.1062101167315175,0.09844876783398185,0.0640207522697795,0.05888456549935149,0.06645914396887159,0.056923476005188066,0.061551232166018155,0.10498573281452658,0.11615045395590143,0.2663657587548638,3.1206990079046406,0.0612503242542153,7,5.459656359367175,0.16073658595935736,1,0.23444876783398183,0.0
2,Crack,0.0,0.9884516780507365,0.0027726432532347504,0.32532347504621073,0.0,0.02911275415896488,0.855822550831793,6,0.11321626617375231,0.03904805914972274,0.0006931608133086876,0.005545286506469501,0.041589648798521256,0.3202402957486137,0.3133086876155268,0.08040665434380777,0.08595194085027727,2.4255120030032553,0.0,9,0.11737523105360444,0.10813308687615526,0.051756007393715345,0.0561460258780037,0.07139556377079483,0.06030499075785582,0.04343807763401109,0.10928835489833641,0.10559149722735675,0.27657116451016633,3.081293842450329,0.0,0,1.0,0.0,1,1.0,0.8364457819543752
3,Crack,0.0,1.0311439268678304,0.0,0.0,0.0,0.0,0.06035502958579882,2,0.020118343195266272,0.9473372781065089,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0017751479289940828,0.35806883586390215,0.0,9,0.11775147928994083,0.10414201183431952,0.05562130177514793,0.04142011834319527,0.05621301775147929,0.05325443786982249,0.06745562130177515,0.10295857988165681,0.1136094674556213,0.2875739644970414,3.057762681550235,0.0,0,1.0,0.0,0,0.007100591715976331,0.0
4,Rust,0.010103845074375527,0.9495780635821452,0.34334362428664983,0.0914023762746749,0.15339757382979388,0.006018648454797767,0.28746062930738764,1,0.4934044344653382,0.10075778838057817,0.0008108023825116164,0.0013409424018461346,0.0025259612685938817,0.04203698506252534,0.08363738422677519,0.07908441700190226,0.19640128480992922,2.121646417756533,0.014064302865874576,9,0.09342938223095394,0.09448966226962298,0.0705709919855303,0.07284747559796675,0.08036298998970905,0.07758755106495774,0.0791779711229613,0.09442729285558363,0.10106963545077494,0.23603704743193937,3.2018249695044787,9.355412105903265e-05,0,1.0,0.18122532523323512,1,0.5287678922256526,0.8364457819543752
5,Rust,0.32260867343027266,0.9325486713110779,0.09023536326697504,0.04615266668370346,0.03938054228105594,0.12757149063402418,0.6280698167693133,1,0.2841225626740947,0.04428713807467226,0.0023766323375329023,0.001686642304055608,0.002581073828933582,0.06948455188980604,0.2424676088012062,0.16311875495131736,0.18987503513838133,2.4181852967404263,2.5555186425084973e-05,9,0.10140297973473716,0.0986174644144029,0.06422018348623854,0.06503794945184126,0.07745777005443255,0.06767013365362501,0.06728680585724874,0.09820858143160155,0.1081495489509596,0.25194858296491274,3.162855766172777,0.0,0,1.0,0.0,1,1.0,0.8364457819543752
6,Crack,0.0,0.9778795742365842,0.0870282532480924,0.08579088471849866,0.03959579294699938,0.06393070736234276,0.7877912971746752,1,0.3747164363786348,0.10022685089709218,0.0072179830892967626,0.0340276345638276,0.00701175500103114,0.09610228913177975,0.1276551866364199,0.1288925551660136,0.12414930913590431,2.589247599472384,0.008249123530624871,9,0.09919571045576407,0.09816457001443597,0.06042482986182718,0.06537430398020211,0.09795834192617034,0.06970509383378017,0.06124974221488967,0.09981439472056094,0.09507114869045163,0.25304186430191794,3.160518435265582,0.0,0,1.0,0.0,1,1.0,0.8364457819543752
7,Rust,0.7033747779751333,0.8944013532912658,0.9829992387718853,0.0002537427048972342,0.8893681806648059,0.0,0.0,1,0.9713270743466126,0.028672925653387464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18769235207606705,0.0,9,0.07612281146917026,0.07739152499365644,0.06597310327328089,0.0898249175336209,0.11012433392539965,0.09007866023851814,0.0674955595026643,0.09337731540218219,0.10352702359807156,0.22608475006343567,3.2085175925936444,0.9086526262369957,0,1.0,0.0,0,0.4613042375031718,0.28371098872948025
8,Rust,0.3841452120763104,0.8714570912351542,0.8633080200037044,0.052972772735691794,0.754954621226153,0.0,0.0062974624930542695,1,0.8986849416558622,0.0959436932765327,0.0,0.0,0.0,0.0,0.0,0.0,0.005371365067605112,0.5034512245674174,0.0,9,0.07353213558066309,0.07816262270790887,0.06704945360251899,0.09890720503797,0.11298388590479719,0.09686979070198184,0.050379699944434156,0.09464715688090387,0.1042785701055751,0.2231894795332469,3.1996335261253033,0.0,0,1.0,0.0,1,0.9573995184293388,0.8653479117275714
9,Rust,0.3579799107142857,1.0988806203041188,0.7784598214285714,0.055385044642857144,0.6534598214285714,0.00027901785714285713,0.0673828125,1,0.9092494419642857,0.08063616071428571,0.00048828125,0.0,0.0,0.0,0.00020926339285714285,0.0006975446428571429,0.008719308035714286,0.49259802385435836,0.037876674107142856,9,0.09228515625,0.08907645089285714,0.059779575892857144,0.08042689732142858,0.09193638392857142,0.07721819196428571,0.05712890625,0.09988839285714286,0.10616629464285714,0.24609375,3.1744949962095648,0.0,0,1.0,0.0,0,0.83544921875,0.8653479117275714
